gid://shopify/Product/7105043136546|Eureka Mignon Zero - Chrome|Eureka|CG-EUR-Z-CR|599
gid://shopify/Product/7105039564834|Eureka Mignon Zero - Matte Black|Eureka|CG-EUR-Z-MB|569
gid://shopify/Product/7105036746786|Eureka Mignon Zero - White|Eureka|CG-EUR-Z-W|569
gid://shopify/Product/7104937066530|Eureka Mignon Zero - Anthracite|Eureka|CG-EUR-Z-A|599
gid://shopify/Product/7065550585890|Eureka Zenith 65 Neo - Chrome|Eureka|CG-EUR-ZEN-C|1299
gid://shopify/Product/7022358560802|Eureka Mignon Single Dose Hopper|Eureka|EUR-MSDH|65
gid://shopify/Product/7021347209250|Eureka Precisa Smart Coffee Scale|Eureka|EUR-PRE|120
gid://shopify/Product/7014829096994|Eureka Zenith 65 Neo - White|Eureka|CG-EUR-ZEN-W|1199
gid://shopify/Product/7011525558306|Eureka Helios 65 Espresso Grinder - White|Eureka|EUR-HE-65-W|1479
gid://shopify/Product/7011521134626|Eureka Helios 65 Espresso Grinder - Chrome|Eureka|EUR-HE-65-C|1579
