gid://shopify/Product/8024095359010|Profitec Go Espresso Machine - Yellow |YYC-SR1| - Store Demo|Profitec|OB-2507-YYC-SR1-PRO-GO-Y|1279.2
gid://shopify/Product/4135413121058|ECM Stainless Steel Hopper Lid|ECM|ECM-SSHL|95
gid://shopify/Product/4135401914402|ECM Milk Frothing Pitcher - 360 ml|ECM|ECM-MP360|50
gid://shopify/Product/4135388053538|ECM Leather Tamping Mat|ECM|ECM-LTM|39
gid://shopify/Product/1730019426338|ECM Knock Box Slim (Drawer)|ECM|ECM-KB-DR-S|175
gid://shopify/Product/598744662050|ECM Knock Box (Drawer)|ECM|ECM-KB-DR|199
gid://shopify/Product/9387660097|ECM Espresso Cups - Set of 6|ECM|ACC-ECM-CUP-ESP6|69.95
gid://shopify/Product/8660415617|ECM Caffe Latte Glass - Set of 12|ECM|ACC-ECM-GLASS-LAT|79.95
gid://shopify/Product/8656739073|ECM Flat Tamper - 58mm|ECM|ACC-ECM-TAMP58F|79
gid://shopify/Product/8656733953|ECM Convex Tamper - 58mm|ECM|ACC-ECM-TAMP58C|79
gid://shopify/Product/8656710145|ECM Tamping Stand|ECM|ECM-TS|89
gid://shopify/Product/8637493441|ECM S-Automatik 64 Burr Grinder - Stainless Steel|ECM|CG-ECM-SAUTO|1249
gid://shopify/Product/8637205953|ECM Classika PID Espresso Machine|ECM|SA-ECM-CLAS|2249
