gid://shopify/Product/7850724294690|Eureka Mignon Libra 65 AP Grind by Weight - Black|Eureka|EUR-MIG-L65-B|1299
gid://shopify/Product/7850723115042|Eureka Mignon Zero 65 AP - Black|Eureka|EUR-MIG-Z65-B|749
gid://shopify/Product/7840861487138|Eureka Blow Up System - Short Hopper|Eureka|EUR-BUS-SH|179
gid://shopify/Product/7794504859682|Eureka Oak Hopper Lid|Eureka|EUR-OAK-LID|50
gid://shopify/Product/7794504433698|Eureka Walnut Hopper Lid|Eureka|EUR-WA-LID|50
gid://shopify/Product/7794503942178|Eureka Stainless Steel Hopper Lid|Eureka|EUR-SS-LID|70
gid://shopify/Product/7794478252066|Eureka Weighing Plate for Precisa Scale|Eureka|EUR-WP-PRE|30
gid://shopify/Product/7783922728994|Eureka Mignon Libra Espresso Grinder w/ Grind by Weight - Ferrari Red|Eureka|EUR-MIG-LI-R|1099
gid://shopify/Product/7781398708258|Eureka Mignon Silenzio 55 Grinder - Pale Blue|Eureka|CG-EUR-SZ-55-PB|729
gid://shopify/Product/7781398675490|Eureka Mignon Silenzio 55 Grinder - Red|Eureka|CG-EUR-SZ-55-RE|699
