Kit Sku,Kit Code,Sku/Code,Line Item Name,Quantity,Combine Option,Disable Quantity Sync,Kit Title,Statuses
OB-2505-K2-COM-SLA-1G-220,,OB-2505-K2-COM-SLA-1G-220,Slayer Espresso Single Group - 220v |K2| - Open Box,1,1,Disabled,Slayer Espresso Single Group - 220v |K2| - Open Box,
