gid://shopify/Product/7828732215330|Profitec Pro 400 Espresso Machine - Black|Profitec|PRO-400-B|2599
gid://shopify/Product/7779055304738|Profitec MOVE Espresso Machine|Profitec|PRO-MOVE-B|2999
gid://shopify/Product/7689635594274|Profitec Go Espresso Machine - Brushed Stainless Steel|Profitec|PRO-GO-BSS|1599
gid://shopify/Product/7319564353570|Profitec Espresso Cups - Set of 4|Profitec|PRO-ESP-4|95
gid://shopify/Product/7319556096034|Profitec Cappuccino Cups - Set of 4|Profitec|PRO-CAP-4|125
gid://shopify/Product/7258559414306|Profitec Valves - Set of 2 - Lever + 1 Brew Lever - Oak|Profitec|PRO-C-PR5711|155
gid://shopify/Product/7258559217698|Profitec Valves - Set of 2 - Lever + 1 Brew Lever - Concrete|Profitec|PRO-C-PR5701|230
gid://shopify/Product/7181039599650|Profitec Group Gasket - 7.8mm|Profitec|PRO-78-GG|9.95
gid://shopify/Product/7119321366562|Profitec GO Espresso Machine - Blue|Profitec|PRO-GO-BL|1599
gid://shopify/Product/7119321301026|Profitec Go Espresso Machine - Yellow|Profitec|PRO-GO-Y|1599
